Id,Label,timeset,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks
104495655,104495655,,0,8,8,162,6,0.314607,0.488095,0,0,0.00003
2174933335,2174933335,,156,5,161,74,2,0.692308,0.777778,0.000106,0.145272,0.005254
2823093927,2823093927,,4,7,11,213,4,0.456522,0.59127,0.000001,0.000467,0.000047
198132044,198132044,,0,2,2,142,2,0.75,0.833333,0,0,0.00003
589154056,589154056,,0,11,11,162,5,0.388889,0.579167,0,0,0.00003
969040309,969040309,,0,2,2,127,2,0.75,0.833333,0,0,0.00003
150142478,150142478,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
45013575,45013575,,137,1,138,127,1,1,1,0.000015,0.064509,0.003653
4873896923,4873896923,,0,36,36,116,4,0.569231,0.703829,0,0,0.00003
800842329636634625,800842329636634625,,0,2,2,142,2,0.75,0.833333,0,0,0.00003
905178566127648768,905178566127648768,,0,2,2,127,2,0.75,0.833333,0,0,0.00003
588814025,588814025,,6,1,7,127,2,0.666667,0.75,0,0.0007,0.000123
1723896889,1723896889,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
1330660920,1330660920,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
710192187926061058,710192187926061058,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
2349467928,2349467928,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
911083885416476680,911083885416476680,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
142000583,142000583,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
145856199,145856199,,0,3,3,74,2,0.666667,0.75,0,0,0.00003
742759569387098112,742759569387098112,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
425084557,425084557,,0,2,2,127,2,0.75,0.833333,0,0,0.00003
861340822264061952,861340822264061952,,1,4,5,213,2,0.833333,0.9,0,0.000117,0.000034
1216157083,1216157083,,0,2,2,17,2,0.75,0.833333,0,0,0.00003
448499584,448499584,,1,10,11,28,3,0.764706,0.871795,0,0.000204,0.000053
1163848063,1163848063,,0,11,11,162,4,0.426667,0.578125,0,0,0.00003
907602732906946561,907602732906946561,,0,22,22,28,5,0.406897,0.580226,0,0,0.00003
333236636,333236636,,0,4,4,127,3,0.52381,0.636364,0,0,0.00003
817103286797008897,817103286797008897,,0,2,2,127,2,0.75,0.833333,0,0,0.00003
2474471474,2474471474,,52,0,52,127,0,0,0,0,0.036584,0.004781
173856215,173856215,,0,10,10,162,5,0.431373,0.543939,0,0,0.00003
711892755904110592,711892755904110592,,0,2,2,116,5,0.291339,0.331982,0,0,0.00003
186599899,186599899,,0,9,9,17,4,0.394495,0.486434,0,0,0.00003
256087514,256087514,,0,2,2,127,3,0.555556,0.666667,0,0,0.00003
2955423539,2955423539,,0,4,4,162,4,0.4,0.509259,0,0,0.00003
184895358,184895358,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
718102862,718102862,,0,3,3,142,3,0.6,0.722222,0,0,0.00003
2730932880,2730932880,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
3143300480,3143300480,,0,2,2,127,2,0.75,0.833333,0,0,0.00003
3133044931,3133044931,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
187354115,187354115,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
756283632474619904,756283632474619904,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
875394829970276352,875394829970276352,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
932691854923100167,932691854923100167,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
527680258,527680258,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
1929633139,1929633139,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
71145164,71145164,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
2301942751,2301942751,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
911292990,911292990,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
1262891329,1262891329,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
227898986,227898986,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
1389423794,1389423794,,0,3,3,127,2,0.714286,0.8,0,0,0.00003
273492863,273492863,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
801488356102307840,801488356102307840,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
884802435398676484,884802435398676484,,0,2,2,17,2,0.75,0.833333,0,0,0.00003
4495550957,4495550957,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
296044552,296044552,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
2458371777,2458371777,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
832966061637193729,832966061637193729,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
368065837,368065837,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
46660515,46660515,,0,1,1,127,2,0.666667,0.75,0,0,0.00003
